transaction_id,bill_amount,product_sold,discount_rate,transaction_date
TXN0014172,2397,Smart LED Bulb - 3,0,16-10-2023 17:27
TXN0001710,5996,Laptop Stand Aluminum - 4,0,16-10-2023 19:14
TXN0019283,11998,VR Headset Basic - 2,0,16-10-2023 19:48
TXN0006853,3198,Bluetooth Keyboard - 2,4,16-10-2023 21:48
TXN0005517,5694,USB Hub 4-Port - 3 ; Bluetooth Tracker - 3,0,16-10-2023 21:50
TXN0017928,15693,External Hard Drive 1TB - 3 ; Smart LED Bulb - 2 ; HDMI Cable 2m - 2,0,16-10-2023 22:10
TXN0003937,6597,WiFi Router Dual Band - 3,0,16-10-2023 22:28
TXN0019028,10497,Graphics Tablet Small - 3,3,16-10-2023 22:31
TXN0016767,1198,USB Hub 4-Port - 2,0,17-10-2023 01:51
TXN0006446,25493,Portable Projector Mini - 1 ; SSD 500GB - 3 ; WiFi Router Dual Band - 3,0,17-10-2023 03:14
TXN0019093,1598,Smart LED Bulb - 2,0,17-10-2023 03:21
TXN0001653,14495,Mini UPS for Router - 2 ; Graphics Tablet Small - 3,0,17-10-2023 05:01
TXN0014842,3998,Portable Power Bank 20000mAh - 2,0,17-10-2023 05:16
TXN0007846,11997,Noise Cancelling Earbuds - 3,0,17-10-2023 06:27
TXN0006384,31996,Action Camera 4K - 4,0,17-10-2023 06:35
TXN0016495,599,Wireless Mouse - 1,2,17-10-2023 06:57
TXN0001086,29995,Laptop Stand Aluminum - 2 ; LED Monitor 24 Inch - 3,0,17-10-2023 07:12
TXN0018683,23996,VR Headset Basic - 4,0,17-10-2023 07:23
TXN0014758,9996,Bluetooth Speaker - 4,0,17-10-2023 07:36
TXN0016274,24995,Smartwatch Series A - 5,4,17-10-2023 07:57
TXN0008103,28596,Wireless Earphones - 1 ; Portable Projector Mini - 3,0,17-10-2023 08:23
TXN0009598,7893,Laptop Cooling Pad - 3 ; USB-C Fast Charger - 2 ; Bluetooth Keyboard - 2,1,17-10-2023 09:18
TXN0008888,39496,Laser Printer - 3 ; Mechanical Keyboard - 1,0,17-10-2023 09:44
TXN0009059,1598,Smart LED Bulb - 2,0,17-10-2023 16:27
TXN0002908,5996,Webcam HD - 4,4,17-10-2023 17:55
TXN0019055,3497,RGB Strip Light - 1 ; Laptop Stand Aluminum - 2,0,17-10-2023 19:34
TXN0015588,799,Smart LED Bulb - 1,0,17-10-2023 19:35
TXN0007743,8999,LED Monitor 24 Inch - 1,0,17-10-2023 20:05
TXN0008955,12495,Bluetooth Speaker - 5,3,17-10-2023 21:22
TXN0013101,2995,USB Hub 4-Port - 5,1,17-10-2023 22:35
TXN0017888,899,Laptop Cooling Pad - 1,0,17-10-2023 23:16
TXN0002793,1499,Smart Door Sensor - 1,0,18-10-2023 01:42
TXN0008134,17998,LED Monitor 24 Inch - 2,0,18-10-2023 02:10
TXN0015850,14997,Smartwatch Series A - 3,0,18-10-2023 02:53
TXN0002049,11498,Action Camera 4K - 1 ; Graphics Tablet Small - 1,5,18-10-2023 03:21
TXN0008790,3198,Bluetooth Keyboard - 2,14,18-10-2023 04:39
TXN0005477,2697,LED Desk Lamp USB Powered - 3,0,18-10-2023 04:48
TXN0002385,9998,Smartwatch Series A - 2,0,18-10-2023 04:53
TXN0018062,2199,WiFi Router Dual Band - 1,3,18-10-2023 06:30
TXN0003170,9096,Wireless Earphones - 1 ; Bluetooth Speaker - 3,0,18-10-2023 07:12
TXN0006227,6998,Mechanical Keyboard - 2,0,18-10-2023 09:37
TXN0008290,11998,VR Headset Basic - 2,0,18-10-2023 12:32
TXN0005703,35996,LED Monitor 24 Inch - 4,0,18-10-2023 12:52
TXN0001060,1996,RGB Strip Light - 4,0,18-10-2023 13:00
TXN0009654,599,USB Hub 4-Port - 1,4,18-10-2023 13:31
TXN0019133,2998,Webcam HD - 2,0,18-10-2023 15:08
TXN0015045,9995,Portable Power Bank 20000mAh - 5,0,18-10-2023 17:48
TXN0016311,1398,USB Flash Drive 64GB - 2,0,18-10-2023 18:45
TXN0002804,26894,HDMI Cable 2m - 3 ; Mini UPS for Router - 1 ; Laser Printer - 2,0,18-10-2023 20:33
TXN0016603,1197,Ethernet Cable 5m - 3,13,18-10-2023 21:02
TXN0006969,13997,External Hard Drive 1TB - 2 ; Smartwatch Series A - 1,0,18-10-2023 21:51
TXN0017340,10292,Smart LED Bulb - 2 ; Bluetooth Keyboard - 3 ; Bluetooth Tracker - 3,0,18-10-2023 22:33
TXN0009513,5997,Mini UPS for Router - 3,0,18-10-2023 22:40
TXN0018041,5596,Webcam HD - 2 ; Bluetooth Tracker - 2,4,18-10-2023 23:30
TXN0001262,5196,Bluetooth Tracker - 4,0,19-10-2023 01:21
TXN0007404,2995,USB Hub 4-Port - 5,0,19-10-2023 02:00
TXN0018076,1797,USB Hub 4-Port - 3,0,19-10-2023 02:57
TXN0002850,4797,Wireless Earphones - 3,0,19-10-2023 02:58
TXN0017297,3996,USB-C Fast Charger - 4,0,19-10-2023 05:12
TXN0014235,1798,Laptop Cooling Pad - 2,0,19-10-2023 06:50
TXN0005442,1099,Smart Plug WiFi - 1,4,19-10-2023 07:44
TXN0005256,7496,USB-C Fast Charger - 1 ; Bluetooth Speaker - 1 ; Portable Power Bank 20000mAh - 2,2,19-10-2023 12:03
TXN0000756,10995,WiFi Router Dual Band - 5,0,19-10-2023 12:10
TXN0017755,2697,LED Desk Lamp USB Powered - 3,0,19-10-2023 14:38
TXN0005685,9996,Bluetooth Speaker - 4,0,19-10-2023 15:02
TXN0011898,17495,Graphics Tablet Small - 5,0,19-10-2023 15:32
TXN0018317,12495,Wireless Charging Pad - 1 ; RGB Strip Light - 1 ; Graphics Tablet Small - 3,3,19-10-2023 17:45
TXN0016986,6998,Graphics Tablet Small - 2,0,19-10-2023 17:57
TXN0003456,2995,Wireless Mouse - 5,0,19-10-2023 18:33
TXN0016022,35996,Portable Projector Mini - 4,2,19-10-2023 18:50
TXN0014467,3596,Laptop Cooling Pad - 4,4,19-10-2023 20:47
TXN0018133,10895,Smart LED Bulb - 3 ; External Hard Drive 1TB - 1 ; Noise Cancelling Earbuds - 1,0,20-10-2023 01:09
TXN0000254,598,HDMI Cable 2m - 2,0,20-10-2023 03:45
TXN0015321,7497,Gaming Controller - 3,0,20-10-2023 03:58
TXN0011179,2796,USB Flash Drive 64GB - 4,8,20-10-2023 04:45
TXN0003175,14498,Laser Printer - 1 ; Desk Microphone - 1,4,20-10-2023 06:05
TXN0016045,24495,Webcam HD - 3 ; Drone Mini - 2,0,20-10-2023 09:06
TXN0018320,5996,Wireless Charging Pad - 4,7,20-10-2023 11:35
TXN0006936,9996,Bluetooth Speaker - 4,11,20-10-2023 12:21
TXN0011442,10794,Gaming Controller - 3 ; LED Desk Lamp USB Powered - 2 ; Smart Door Sensor - 1,0,20-10-2023 12:47
TXN0004033,18497,Gaming Controller - 1 ; Action Camera 4K - 2,0,20-10-2023 12:58
TXN0003646,2199,WiFi Router Dual Band - 1,0,20-10-2023 13:14
TXN0015281,5998,Gaming Headset - 2,0,20-10-2023 14:46
TXN0000405,44995,Portable Projector Mini - 5,0,20-10-2023 14:59
TXN0014701,28995,Drone Mini - 2 ; Mini UPS for Router - 2 ; Smartwatch Series A - 1,0,20-10-2023 16:19
TXN0017643,4998,Desk Microphone - 2,0,20-10-2023 16:26
TXN0014873,7994,Bluetooth Tracker - 2 ; Webcam HD - 3 ; Laptop Cooling Pad - 1,0,20-10-2023 18:13
TXN0014844,39996,Action Camera 4K - 2 ; Laser Printer - 2,2,20-10-2023 23:27
TXN0010820,2997,USB-C Fast Charger - 3,0,20-10-2023 23:52
TXN0010032,1999,Portable Power Bank 20000mAh - 1,9,21-10-2023 00:32
TXN0001604,29995,VR Headset Basic - 5,2,21-10-2023 01:28
TXN0016165,10997,Portable Projector Mini - 1 ; Ink Cartridge Black - 2,0,21-10-2023 03:13
TXN0018053,1497,RGB Strip Light - 3,5,21-10-2023 04:34
TXN0017978,3797,Gaming Headset - 1 ; Ethernet Cable 5m - 2,0,21-10-2023 04:38
TXN0018513,10598,Portable Projector Mini - 1 ; Wireless Earphones - 1,3,21-10-2023 04:47
TXN0009705,6495,Bluetooth Tracker - 5,0,21-10-2023 05:06
TXN0004525,599,Wireless Mouse - 1,0,21-10-2023 07:39
TXN0009932,8997,Gaming Headset - 3,0,21-10-2023 10:04
TXN0013020,2495,RGB Strip Light - 5,0,21-10-2023 10:05
TXN0013179,38995,Laser Printer - 3 ; Smart Door Sensor - 2,0,21-10-2023 11:36
TXN0019752,3598,Wireless Earphones - 1 ; Portable Power Bank 20000mAh - 1,1,21-10-2023 12:36
TXN0007691,4999,Smartwatch Series A - 1,2,21-10-2023 15:37
TXN0015108,3297,Smart Plug WiFi - 3,0,21-10-2023 16:49
TXN0011306,7498,Webcam HD - 1 ; VR Headset Basic - 1,0,21-10-2023 18:13
TXN0003879,4495,LED Desk Lamp USB Powered - 5,0,21-10-2023 18:22
TXN0003394,23996,VR Headset Basic - 4,0,21-10-2023 18:39
TXN0012800,3196,Smart LED Bulb - 4,0,21-10-2023 18:43
TXN0013810,18397,Ethernet Cable 5m - 1 ; LED Monitor 24 Inch - 2,0,21-10-2023 19:38
TXN0007538,2997,USB-C Fast Charger - 3,0,21-10-2023 20:01
TXN0009847,2297,Ethernet Cable 5m - 2 ; Smart Door Sensor - 1,0,21-10-2023 20:06
TXN0013680,7998,Noise Cancelling Earbuds - 2,4,21-10-2023 20:16
TXN0015076,8997,VR Headset Basic - 1 ; Wireless Charging Pad - 2,0,21-10-2023 21:09
TXN0001144,7495,Laptop Stand Aluminum - 5,0,21-10-2023 21:49
TXN0006527,10494,Portable Power Bank 20000mAh - 3 ; Laptop Stand Aluminum - 3,1,21-10-2023 21:51
TXN0002869,15891,Gaming Headset - 3 ; USB Flash Drive 64GB - 3 ; Bluetooth Keyboard - 3,0,21-10-2023 22:06
TXN0007475,6994,LED Desk Lamp USB Powered - 3 ; Wireless Charging Pad - 2 ; Bluetooth Tracker - 1,0,21-10-2023 22:51
TXN0013098,10995,WiFi Router Dual Band - 5,0,22-10-2023 00:22
TXN0015741,6396,Wireless Earphones - 4,0,22-10-2023 00:24
TXN0012066,3797,Gaming Headset - 1 ; RGB Strip Light - 1 ; HDMI Cable 2m - 1,0,22-10-2023 00:29
TXN0000060,23996,VR Headset Basic - 4,4,22-10-2023 01:23
TXN0011789,7497,Gaming Controller - 3,11,22-10-2023 02:12
TXN0001595,19996,Smartwatch Series A - 4,2,22-10-2023 05:29
TXN0011246,26497,Gaming Controller - 1 ; Laser Printer - 2,0,22-10-2023 06:00
TXN0013425,598,HDMI Cable 2m - 2,5,22-10-2023 06:06
TXN0010623,7598,Wireless Earphones - 1 ; VR Headset Basic - 1,2,22-10-2023 06:08
TXN0009968,1996,RGB Strip Light - 4,0,22-10-2023 06:09
TXN0018280,17996,External Hard Drive 1TB - 4,4,22-10-2023 06:44
TXN0005093,7497,Desk Microphone - 3,0,22-10-2023 06:45
TXN0006926,4497,Webcam HD - 3,0,22-10-2023 06:56
TXN0005439,3396,Ink Cartridge Black - 1 ; Smart LED Bulb - 3,1,22-10-2023 06:59
TXN0005407,3996,USB-C Fast Charger - 4,0,22-10-2023 12:14
TXN0004270,2198,Smart Plug WiFi - 2,0,22-10-2023 13:23
TXN0018686,14496,Desk Microphone - 3 ; Soundbar Home - 1,0,22-10-2023 13:26
TXN0002001,2397,Smart LED Bulb - 3,0,22-10-2023 15:41
TXN0017385,25297,Laser Printer - 2 ; Bluetooth Tracker - 1,0,22-10-2023 16:30
TXN0001129,3995,Smart LED Bulb - 5,0,22-10-2023 18:18
TXN0005903,2697,Laptop Cooling Pad - 3,0,22-10-2023 18:56
TXN0015208,23997,Action Camera 4K - 3,11,22-10-2023 19:24
TXN0010026,1999,Mini UPS for Router - 1,0,22-10-2023 19:34
TXN0019463,5998,Gaming Headset - 2,0,23-10-2023 03:04
TXN0012204,26997,Portable Projector Mini - 3,0,23-10-2023 04:57
TXN0004888,1797,Wireless Mouse - 3,0,23-10-2023 05:09
TXN0015704,3496,Ink Cartridge Black - 3 ; RGB Strip Light - 1,0,23-10-2023 05:36
TXN0011923,3495,USB Flash Drive 64GB - 5,0,23-10-2023 06:07
TXN0013214,49995,Drone Mini - 5,0,23-10-2023 07:19
TXN0019175,2995,USB Hub 4-Port - 5,0,23-10-2023 07:32
TXN0018694,3299,SSD 500GB - 1,11,23-10-2023 07:34
TXN0010213,2397,Smart LED Bulb - 3,0,23-10-2023 09:25
TXN0002431,26995,Gaming Headset - 3 ; LED Monitor 24 Inch - 2,0,23-10-2023 10:59
TXN0003871,5495,Smart Plug WiFi - 5,0,23-10-2023 12:51
TXN0016453,1999,Portable Power Bank 20000mAh - 1,0,23-10-2023 13:22
TXN0010120,14996,Portable Bluetooth Keyboard - 3 ; LED Monitor 24 Inch - 1,1,23-10-2023 14:08
TXN0012040,49494,Laser Printer - 3 ; External Hard Drive 1TB - 3,1,23-10-2023 15:00
TXN0000030,1599,Bluetooth Keyboard - 1,0,23-10-2023 19:34
TXN0015712,399,Ethernet Cable 5m - 1,0,23-10-2023 21:29
TXN0000384,33593,Portable Projector Mini - 3 ; External Hard Drive 1TB - 1 ; USB Flash Drive 64GB - 3,0,23-10-2023 22:41
TXN0001089,10593,RGB Strip Light - 3 ; Gaming Controller - 3 ; Bluetooth Keyboard - 1,0,23-10-2023 23:07
TXN0011256,899,Laptop Cooling Pad - 1,0,24-10-2023 00:43
TXN0013428,1495,HDMI Cable 2m - 5,15,24-10-2023 00:45
TXN0003347,5997,Mini UPS for Router - 3,0,24-10-2023 00:50
TXN0008143,16495,SSD 500GB - 5,0,24-10-2023 01:06
TXN0018453,4597,Wireless Earphones - 1 ; Wireless Charging Pad - 2,0,24-10-2023 01:13
TXN0008966,3897,Bluetooth Tracker - 3,0,24-10-2023 02:22
TXN0006457,26997,Portable Projector Mini - 3,0,24-10-2023 03:10
TXN0003002,2397,Smart LED Bulb - 3,1,24-10-2023 04:29
TXN0013562,35996,LED Monitor 24 Inch - 4,5,24-10-2023 06:24
TXN0015779,5996,Webcam HD - 4,0,24-10-2023 06:39
TXN0012886,16495,SSD 500GB - 5,5,24-10-2023 06:46
TXN0019190,4497,Smart Door Sensor - 3,0,24-10-2023 07:04
TXN0017395,17998,LED Monitor 24 Inch - 2,0,24-10-2023 07:17
TXN0015601,17998,LED Monitor 24 Inch - 2,3,24-10-2023 08:47
TXN0007154,3998,Portable Power Bank 20000mAh - 2,0,24-10-2023 09:18
TXN0005354,799,Smart LED Bulb - 1,0,24-10-2023 11:30
TXN0013731,4495,LED Desk Lamp USB Powered - 5,0,24-10-2023 13:20
TXN0016139,4797,Bluetooth Keyboard - 3,0,24-10-2023 13:33
TXN0000308,4494,LED Desk Lamp USB Powered - 3 ; USB Hub 4-Port - 3,3,24-10-2023 15:31
TXN0002552,17997,VR Headset Basic - 3,0,24-10-2023 15:48
TXN0001331,26997,LED Monitor 24 Inch - 3,0,24-10-2023 16:41
TXN0012752,5996,Webcam HD - 4,2,24-10-2023 19:35
TXN0010508,32995,Webcam HD - 2 ; Drone Mini - 3,0,24-10-2023 20:31
TXN0007247,1999,Mini UPS for Router - 1,0,24-10-2023 21:07
TXN0018479,8999,Portable Projector Mini - 1,14,24-10-2023 23:11
TXN0007899,9995,Portable Bluetooth Keyboard - 5,0,25-10-2023 00:48
TXN0004943,12395,Drone Mini - 1 ; Laptop Cooling Pad - 1 ; RGB Strip Light - 3,0,25-10-2023 01:01
TXN0004277,2997,USB-C Fast Charger - 3,0,25-10-2023 07:04
TXN0013547,3499,Graphics Tablet Small - 1,0,25-10-2023 07:43
TXN0018057,5496,RGB Strip Light - 3 ; Noise Cancelling Earbuds - 1,0,25-10-2023 08:02
TXN0004934,25996,Smartwatch Series A - 1 ; Soundbar Home - 3,0,25-10-2023 08:07
TXN0004851,11095,Graphics Tablet Small - 3 ; HDMI Cable 2m - 2,0,25-10-2023 08:20
TXN0013312,2598,Bluetooth Tracker - 2,4,25-10-2023 10:11
TXN0013327,20997,Soundbar Home - 3,0,25-10-2023 10:52
TXN0003114,12594,WiFi Router Dual Band - 3 ; Mini UPS for Router - 3,0,25-10-2023 11:12
TXN0005615,15996,Noise Cancelling Earbuds - 4,0,25-10-2023 11:25
TXN0003163,7794,Wireless Mouse - 3 ; Portable Power Bank 20000mAh - 3,0,25-10-2023 13:23
TXN0007834,399,Ethernet Cable 5m - 1,0,25-10-2023 14:54
TXN0010649,3995,Smart LED Bulb - 5,0,25-10-2023 15:32
TXN0006848,899,LED Desk Lamp USB Powered - 1,0,25-10-2023 15:55
TXN0014714,4998,Bluetooth Speaker - 2,0,25-10-2023 16:37
TXN0010997,4196,Wireless Mouse - 1 ; Gaming Headset - 1 ; HDMI Cable 2m - 2,0,25-10-2023 19:49
TXN0017809,22495,External Hard Drive 1TB - 5,0,25-10-2023 20:38
TXN0006727,15998,Action Camera 4K - 2,3,25-10-2023 20:45
TXN0001855,4196,USB-C Fast Charger - 2 ; Smart Plug WiFi - 2,0,25-10-2023 21:36
TXN0000920,1798,Laptop Cooling Pad - 2,2,25-10-2023 22:14
TXN0005275,3198,Bluetooth Keyboard - 2,0,26-10-2023 01:02
TXN0008142,699,USB Flash Drive 64GB - 1,0,26-10-2023 02:31
TXN0000638,19496,Smartwatch Series A - 3 ; External Hard Drive 1TB - 1,0,26-10-2023 02:44
TXN0000954,17996,Portable Projector Mini - 1 ; Gaming Headset - 3,5,26-10-2023 03:47
TXN0003860,3597,Smart LED Bulb - 2 ; Mini UPS for Router - 1,0,26-10-2023 05:13
TXN0015231,29995,VR Headset Basic - 5,0,26-10-2023 05:23
TXN0007912,5497,Smart Door Sensor - 1 ; Portable Bluetooth Keyboard - 2,0,26-10-2023 05:47
TXN0004250,11997,Noise Cancelling Earbuds - 3,0,26-10-2023 06:12
TXN0003318,4196,Laptop Cooling Pad - 3 ; Wireless Charging Pad - 1,0,26-10-2023 06:57
TXN0009848,17998,LED Monitor 24 Inch - 2,0,26-10-2023 08:26
TXN0009083,5896,HDMI Cable 2m - 3 ; Smartwatch Series A - 1,2,26-10-2023 08:44
TXN0004306,23996,VR Headset Basic - 4,5,26-10-2023 09:42
TXN0010753,15996,Noise Cancelling Earbuds - 4,0,26-10-2023 10:02
TXN0014073,19396,Action Camera 4K - 2 ; Laptop Cooling Pad - 1 ; Bluetooth Speaker - 1,2,26-10-2023 10:19
TXN0013108,3897,Bluetooth Tracker - 3,2,26-10-2023 12:07
TXN0004600,9995,Portable Bluetooth Keyboard - 5,0,26-10-2023 14:53
TXN0017315,11996,Gaming Headset - 4,1,26-10-2023 15:19
TXN0009794,13996,Graphics Tablet Small - 4,0,26-10-2023 17:33
TXN0011757,9995,Portable Bluetooth Keyboard - 5,0,26-10-2023 17:53
TXN0014177,7995,Wireless Earphones - 5,0,26-10-2023 18:04
TXN0012292,1995,Ethernet Cable 5m - 5,3,26-10-2023 20:39
TXN0000929,26997,LED Monitor 24 Inch - 3,0,26-10-2023 22:18
TXN0015836,5097,WiFi Router Dual Band - 2 ; USB Flash Drive 64GB - 1,0,26-10-2023 23:01
TXN0013926,998,RGB Strip Light - 2,0,26-10-2023 23:17
TXN0000332,1995,Ethernet Cable 5m - 5,0,27-10-2023 01:33
TXN0014310,3299,SSD 500GB - 1,0,27-10-2023 03:30
TXN0009244,5796,Mini UPS for Router - 2 ; LED Desk Lamp USB Powered - 2,5,27-10-2023 03:34
TXN0002015,7897,Mechanical Keyboard - 1 ; WiFi Router Dual Band - 2,0,27-10-2023 05:29
TXN0013890,6396,Bluetooth Keyboard - 4,0,27-10-2023 06:01
TXN0016080,5498,Portable Bluetooth Keyboard - 1 ; Graphics Tablet Small - 1,0,27-10-2023 07:23
TXN0000457,1798,Laptop Cooling Pad - 2,0,27-10-2023 09:19
TXN0006178,44995,LED Monitor 24 Inch - 5,4,27-10-2023 09:31
TXN0010467,899,Laptop Cooling Pad - 1,0,27-10-2023 11:19
TXN0016450,13497,External Hard Drive 1TB - 3,0,27-10-2023 13:43
TXN0015391,24996,Gaming Controller - 2 ; Drone Mini - 2,2,27-10-2023 13:48
TXN0013554,2499,Bluetooth Speaker - 1,0,27-10-2023 15:20
TXN0003166,10496,RGB Strip Light - 3 ; Portable Projector Mini - 1,0,27-10-2023 17:49
TXN0018358,17997,VR Headset Basic - 3,0,27-10-2023 18:33
TXN0003927,1497,RGB Strip Light - 3,0,27-10-2023 19:00
TXN0014877,13296,Drone Mini - 1 ; Smart Plug WiFi - 3,0,27-10-2023 19:13
TXN0011444,3598,Desk Microphone - 1 ; Smart Plug WiFi - 1,0,27-10-2023 19:18
TXN0011956,13996,Mechanical Keyboard - 4,0,27-10-2023 20:19
TXN0018632,3499,Graphics Tablet Small - 1,0,27-10-2023 20:19
TXN0002208,4495,LED Desk Lamp USB Powered - 5,0,27-10-2023 22:10
TXN0005297,29293,LED Monitor 24 Inch - 3 ; RGB Strip Light - 1 ; Wireless Mouse - 3,0,27-10-2023 23:07
TXN0014469,2495,RGB Strip Light - 5,2,27-10-2023 23:36
TXN0015413,17996,External Hard Drive 1TB - 4,0,28-10-2023 01:46
TXN0007381,1697,HDMI Cable 2m - 2 ; Smart Plug WiFi - 1,0,28-10-2023 02:05
TXN0016713,1198,Wireless Mouse - 2,0,28-10-2023 06:40
TXN0009669,50994,VR Headset Basic - 3 ; LED Monitor 24 Inch - 1 ; Laser Printer - 2,3,28-10-2023 07:14
TXN0014820,33996,Soundbar Home - 2 ; Drone Mini - 2,0,28-10-2023 10:06
TXN0005614,299,HDMI Cable 2m - 1,0,28-10-2023 10:46
TXN0017016,23997,Action Camera 4K - 3,0,28-10-2023 10:52
TXN0015052,3495,USB Flash Drive 64GB - 5,0,28-10-2023 11:49
TXN0000201,2198,Smart Plug WiFi - 2,0,28-10-2023 12:17
TXN0008837,1797,USB Hub 4-Port - 3,4,28-10-2023 12:35
TXN0010955,3998,Gaming Headset - 1 ; USB-C Fast Charger - 1,2,28-10-2023 12:38
TXN0003663,7495,Laptop Stand Aluminum - 5,3,28-10-2023 14:45
TXN0009682,2998,Wireless Charging Pad - 2,0,28-10-2023 16:32
TXN0017453,2499,Bluetooth Speaker - 1,3,28-10-2023 16:38
TXN0011443,1497,RGB Strip Light - 3,0,28-10-2023 17:09
TXN0014342,27996,Soundbar Home - 4,0,28-10-2023 17:34
TXN0003205,8997,Gaming Headset - 3,0,28-10-2023 17:43
TXN0008381,2998,Wireless Charging Pad - 2,4,28-10-2023 20:23
TXN0015959,12495,Bluetooth Speaker - 5,0,28-10-2023 20:29
TXN0009948,12997,Drone Mini - 1 ; Webcam HD - 2,0,28-10-2023 23:14
TXN0017098,5497,Bluetooth Speaker - 1 ; Smart Door Sensor - 2,0,29-10-2023 02:26
TXN0000859,4896,Smart LED Bulb - 3 ; Bluetooth Speaker - 1,0,29-10-2023 03:02
TXN0018718,9996,Desk Microphone - 4,0,29-10-2023 03:35
TXN0001352,6998,Graphics Tablet Small - 2,3,29-10-2023 09:53
TXN0014466,899,Laptop Cooling Pad - 1,0,29-10-2023 10:51
TXN0006684,4797,Wireless Earphones - 3,0,29-10-2023 11:43
TXN0001149,10896,Graphics Tablet Small - 3 ; Ethernet Cable 5m - 1,8,29-10-2023 11:52
TXN0019327,10497,Graphics Tablet Small - 3,2,29-10-2023 13:08
TXN0017310,8997,Gaming Headset - 3,0,29-10-2023 15:18
TXN0001224,5996,Wireless Charging Pad - 4,4,29-10-2023 15:54
TXN0009969,12497,Desk Microphone - 1 ; Smartwatch Series A - 2,0,29-10-2023 16:45
TXN0008242,17396,USB Flash Drive 64GB - 2 ; Action Camera 4K - 2,10,29-10-2023 19:02
TXN0010806,31495,Gaming Controller - 3 ; Laser Printer - 2,3,29-10-2023 19:29
TXN0005723,1099,Smart Plug WiFi - 1,1,29-10-2023 19:37
TXN0008413,1299,Bluetooth Tracker - 1,0,29-10-2023 20:46
TXN0016237,26997,LED Monitor 24 Inch - 3,4,30-10-2023 01:48
TXN0005751,1499,Wireless Charging Pad - 1,0,30-10-2023 06:38
TXN0008552,4497,Webcam HD - 3,0,30-10-2023 07:03
TXN0000065,599,USB Hub 4-Port - 1,0,30-10-2023 07:42
TXN0015199,23997,Action Camera 4K - 3,0,30-10-2023 07:44
TXN0016379,1499,Webcam HD - 1,0,30-10-2023 07:49
TXN0014356,40994,Smart Door Sensor - 2 ; Laser Printer - 2 ; Soundbar Home - 2,2,30-10-2023 09:12
TXN0007183,1999,Portable Power Bank 20000mAh - 1,11,30-10-2023 09:24
TXN0009191,9999,Drone Mini - 1,0,30-10-2023 09:29
TXN0005973,998,RGB Strip Light - 2,4,30-10-2023 11:10
TXN0004156,44995,LED Monitor 24 Inch - 5,0,30-10-2023 13:32
TXN0017351,899,LED Desk Lamp USB Powered - 1,13,30-10-2023 13:33
TXN0005031,4198,WiFi Router Dual Band - 1 ; Portable Bluetooth Keyboard - 1,0,30-10-2023 14:47
TXN0007993,19494,Noise Cancelling Earbuds - 3 ; Bluetooth Speaker - 3,0,30-10-2023 15:09
TXN0009659,9497,Gaming Controller - 1 ; Mechanical Keyboard - 2,2,30-10-2023 15:23
TXN0019676,35996,Portable Projector Mini - 4,4,30-10-2023 15:29
TXN0002275,16495,VR Headset Basic - 2 ; Smart Door Sensor - 3,11,30-10-2023 15:44
TXN0001069,899,Laptop Cooling Pad - 1,4,30-10-2023 16:31
TXN0010935,11997,Noise Cancelling Earbuds - 3,4,30-10-2023 17:06
TXN0007232,8296,Wireless Earphones - 3 ; Graphics Tablet Small - 1,0,30-10-2023 17:49
TXN0014256,1197,Ethernet Cable 5m - 3,0,30-10-2023 18:17
TXN0007774,3299,SSD 500GB - 1,0,30-10-2023 19:03
TXN0001241,9296,Gaming Headset - 3 ; HDMI Cable 2m - 1,4,30-10-2023 22:40
TXN0017024,2697,LED Desk Lamp USB Powered - 3,0,30-10-2023 22:55
TXN0001036,7595,Smart LED Bulb - 2 ; Portable Bluetooth Keyboard - 3,0,30-10-2023 23:05
TXN0019937,8096,Gaming Controller - 3 ; Wireless Mouse - 1,0,30-10-2023 23:08
TXN0008145,6597,WiFi Router Dual Band - 3,0,30-10-2023 23:11
TXN0008992,49995,Drone Mini - 5,0,31-10-2023 00:12
TXN0017544,26997,Portable Projector Mini - 3,0,31-10-2023 02:53
TXN0009719,1596,Ethernet Cable 5m - 4,0,31-10-2023 03:16
TXN0013395,20997,Soundbar Home - 3,0,31-10-2023 03:37
TXN0012756,17998,LED Monitor 24 Inch - 2,2,31-10-2023 03:42
TXN0008207,4995,USB-C Fast Charger - 5,0,31-10-2023 03:55
TXN0000075,3897,Bluetooth Tracker - 3,1,31-10-2023 05:18
TXN0003530,12495,Bluetooth Speaker - 5,0,31-10-2023 06:04
TXN0012650,16995,Smartwatch Series A - 3 ; Ink Cartridge Black - 2,0,31-10-2023 07:34
TXN0005570,3198,Bluetooth Keyboard - 2,0,31-10-2023 10:21
TXN0012365,999,Ink Cartridge Black - 1,8,31-10-2023 11:34
TXN0002341,3596,Wireless Charging Pad - 2 ; HDMI Cable 2m - 2,0,31-10-2023 12:47
TXN0008511,4998,Gaming Controller - 2,3,31-10-2023 15:22
TXN0000629,11996,Gaming Headset - 4,0,31-10-2023 15:24
TXN0003373,7996,Mini UPS for Router - 4,0,31-10-2023 16:58
TXN0013899,16495,SSD 500GB - 5,0,31-10-2023 17:45
TXN0017679,8998,External Hard Drive 1TB - 2,0,31-10-2023 18:37
TXN0013499,9996,Wireless Charging Pad - 2 ; Graphics Tablet Small - 2,0,31-10-2023 18:40
TXN0006749,3696,Ink Cartridge Black - 1 ; LED Desk Lamp USB Powered - 3,1,01-11-2023 01:21
